no;year;countyreal;lpop;lemp;first.treat;treat
4076;2003;18115;1.726865329;4.290459441;0;0
4077;2004;18115;1.726865329;4.262679877;0;0
4078;2005;18115;1.726865329;4.17438727;0;0
4079;2006;18115;1.726865329;4.043051268;0;0
4080;2007;18115;1.726865329;4.077537444;0;0
4332;2003;18119;3.081267562;5.283203729;0;0
4333;2004;18119;3.081267562;5.303304908;0;0
4334;2005;18119;3.081267562;5.351858133;0;0
4335;2006;18119;3.081267562;5.308267697;0;0
4336;2007;18119;3.081267562;5.272999559;0;0
4017;2003;18133;3.584046577;6.442540166;0;0
4018;2004;18133;3.584046577;6.476972363;0;0
4019;2005;18133;3.584046577;6.432940093;0;0
4020;2006;18133;3.584046577;6.28785856;0;0
4021;2007;18133;3.584046577;6.246106765;0;0
4166;2003;18145;3.77149577;6.487684018;0;0
4167;2004;18145;3.77149577;6.472346295;0;0
4168;2005;18145;3.77149577;6.311734809;0;0
4169;2006;18145;3.77149577;6.188264123;0;0
4170;2007;18145;3.77149577;6.135564891;0;0
4087;2003;18157;5.003644247;7.70616297;0;0
4088;2004;18157;5.003644247;7.642524134;0;0
4089;2005;18157;5.003644247;7.707512195;0;0
4090;2006;18157;5.003644247;7.73587032;0;0
4091;2007;18157;5.003644247;7.7419679;0;0
4028;2003;18175;3.304062204;5.351858133;0;0
4029;2004;18175;3.304062204;5.318119994;0;0
4030;2005;18175;3.304062204;5.220355825;0;0
4031;2006;18175;3.304062204;5.247024072;0;0
4032;2007;18175;3.304062204;5.272999559;0;0
4042;2003;18179;3.317815773;6.084499413;0;0
4043;2004;18179;3.317815773;5.948034989;0;0
4044;2005;18179;3.317815773;5.929589143;0;0
4045;2006;18179;3.317815773;6.052089169;0;0
4046;2007;18179;3.317815773;5.831882477;0;0
4049;2003;18181;3.229499197;5.533389489;0;0
4050;2004;18181;3.229499197;5.323009979;0;0
4051;2005;18181;3.229499197;5.288267031;0;0
4052;2006;18181;3.229499197;5.257495372;0;0
4053;2007;18181;3.229499197;5.231108617;0;0
4713;2003;19013;4.85212401;7.904334842;0;0
4714;2004;19013;4.85212401;7.837948916;0;0
4715;2005;19013;4.85212401;7.840706452;0;0
4716;2006;19013;4.85212401;7.854769183;0;0
4717;2007;19013;4.85212401;7.879291485;0;0
5001;2003;19025;2.408295547;5.468060141;0;0
5002;2004;19025;2.408295547;5.225746674;0;0
5003;2005;19025;2.408295547;5.187385806;0;0
5004;2006;19025;2.408295547;5.220355825;0;0
5005;2007;19025;2.408295547;5.153291594;0;0
4667;2003;19069;2.370617503;5.283203729;0;0
4668;2004;19069;2.370617503;5.214935758;0;0
4669;2005;19069;2.370617503;5.313205979;0;0
4670;2006;19069;2.370617503;5.198497031;0;0
4671;2007;19069;2.370617503;5.204006687;0;0
4688;2003;19077;2.429482026;5.056245805;0;0
4689;2004;19077;2.429482026;4.976733742;0;0
4690;2005;19077;2.429482026;4.941642423;0;0
4691;2006;19077;2.429482026;4.844187086;0;0
4813;2007;19077;2.429482026;4.875197323;0;0
4830;2003;19083;2.934494964;5.874930731;0;0
4831;2004;19083;2.934494964;5.786897381;0;0
4832;2005;19083;2.934494964;5.752572639;0;0
4833;2006;19083;2.934494964;5.771441123;0;0
4834;2007;19083;2.934494964;5.752572639;0;0
4844;2003;19087;3.012392714;6.202535517;0;0
4845;2004;19087;3.012392714;6.011267174;0;0
4846;2005;19087;3.012392714;6.013715156;0;0
4481;2006;19087;3.012392714;5.988961417;0;0
4482;2007;19087;3.012392714;5.926926026;0;0
4441;2003;19111;3.638953645;6.406879986;0;0
4442;2004;19111;3.638953645;6.320768294;0;0
4443;2005;19111;3.638953645;6.393590754;0;0
4444;2006;19111;3.638953645;6.436150368;0;0
4445;2007;19111;3.638953645;6.432940093;0;0
4692;2003;19113;5.255936867;8.309922989;0;0
4693;2004;19113;5.255936867;8.287025025;0;0
4694;2005;19113;5.255936867;8.254008591;0;0
4938;2006;19113;5.255936867;8.285261134;0;0
4939;2007;19113;5.255936867;8.369852604;0;0
4849;2003;19123;3.106154955;5.899897354;0;0
4850;2004;19123;3.106154955;5.840641657;0;0
4851;2005;19123;3.106154955;5.736572297;0;0
4852;2006;19123;3.106154955;5.802118375;0;0
4853;2007;19123;3.106154955;5.774551546;0;0
4756;2003;19131;2.386374619;5.267858159;0;0
4757;2004;19131;2.386374619;5.187385806;0;0
4758;2005;19131;2.386374619;5.278114659;0;0
4759;2006;19131;2.386374619;5.257495372;0;0
4760;2007;19131;2.386374619;5.318119994;0;0
4777;2003;19137;2.465638879;5.375278408;0;0
4778;2004;19137;2.465638879;5.446737372;0;0
4779;2005;19137;2.465638879;5.379897354;0;0
4780;2006;19137;2.465638879;5.451038454;0;0
4781;2007;19137;2.465638879;5.455321115;0;0
4791;2003;19141;2.714827185;6.089044875;0;0
4792;2004;19141;2.714827185;6.001414878;0;0
4793;2005;19141;2.714827185;6.033086222;0;0
4794;2006;19141;2.714827185;6.052089169;0;0
4795;2007;19141;2.714827185;5.886104031;0;0
5035;2003;19153;5.92586146;9.191361405;0;0
5036;2004;19153;5.92586146;9.125653564;0;0
5037;2005;19153;5.92586146;9.129564062;0;0
5078;2006;19153;5.92586146;9.14729407;0;0
5079;2007;19153;5.92586146;9.155778584;0;0
4968;2003;19157;2.934654424;6.345636361;0;0
4969;2004;19157;2.934654424;6.095824562;0;0
4970;2005;19157;2.934654424;6.063785209;0;0
4971;2006;19157;2.934654424;6.146329258;0;0
4972;2007;19157;2.934654424;6.154858094;0;0
4975;2003;19159;1.699095784;4.644390899;0;0
4976;2004;19159;1.699095784;4.532599493;0;0
4977;2005;19159;1.699095784;4.33073334;0;0
4978;2006;19159;1.699095784;4.276666119;0;0
4979;2007;19159;1.699095784;4.369447852;0;0
4565;2003;19183;3.028683374;6.095824562;0;0
4566;2004;19183;3.028683374;5.926926026;0;0
4567;2005;19183;3.028683374;5.888877958;0;0
4568;2006;19183;3.028683374;5.978885765;0;0
4569;2007;19183;3.028683374;6.124683391;0;0
4572;2003;19185;1.906575144;4.248495242;0;0
4573;2004;19185;1.906575144;3.931825633;0;0
4574;2005;19185;1.906575144;4.025351691;0;0
4575;2006;19185;1.906575144;4.060443011;0;0
4576;2007;19185;1.906575144;4.418840608;0;0
4579;2003;19187;3.694737264;6.733401892;0;0
4580;2004;19187;3.694737264;6.683360946;0;0
4581;2005;19187;3.694737264;6.64898455;0;0
4582;2006;19187;3.694737264;6.683360946;0;0
4583;2007;19187;3.694737264;6.673297968;0;0
5187;2003;20013;2.37248422;5.429345629;0;0
5188;2004;20013;2.37248422;5.459585514;0;0
5189;2005;20013;2.37248422;5.501258211;0;0
5190;2006;20013;2.37248422;5.318119994;0;0
5191;2007;20013;2.37248422;5.283203729;0;0
5107;2003;20021;3.118171121;5.590986981;0;0
5177;2004;20021;3.118171121;5.356586275;0;0
5178;2005;20021;3.118171121;5.545177444;0;0
5179;2006;20021;3.118171121;5.402677382;0;0
5423;2007;20021;3.118171121;5.318119994;0;0
5440;2003;20027;2.177248602;5.141663557;0;0
5441;2004;20027;2.177248602;5.236441963;0;0
5442;2005;20027;2.177248602;5.370638028;0;0
5443;2006;20027;2.177248602;5.393627546;0;0
5444;2007;20027;2.177248602;5.402677382;0;0
5454;2003;20031;2.18211094;5.288267031;0;0
5455;2004;20031;2.18211094;5.198497031;0;0
5456;2005;20031;2.18211094;4.94875989;0;0
5457;2006;20031;2.18211094;5.375278408;0;0
5458;2007;20031;2.18211094;5.393627546;0;0
5504;2003;20045;4.604790114;7.522400231;0;0
5505;2004;20045;4.604790114;7.366445148;0;0
5506;2005;20045;4.604790114;7.375255778;0;0
5507;2006;20045;4.604790114;7.403061091;0;0
5508;2007;20045;4.604790114;7.426549072;0;0
5511;2003;20047;1.238084334;3.663561646;0;0
5512;2004;20047;1.238084334;3.80666249;0;0
5513;2005;20047;1.238084334;3.63758616;0;0
5514;2006;20047;1.238084334;2.944438979;0;0
5515;2007;20047;1.238084334;3.828641396;0;0
5809;2003;20063;1.121025884;4.262679877;0;0
5810;2004;20063;1.121025884;4.189654742;0;0
5811;2005;20063;1.121025884;4.007333185;0;0
5812;2006;20063;1.121025884;4.043051268;0;0
5813;2007;20063;1.121025884;3.970291914;0;0
5401;2003;20085;2.538210422;5.438079309;0;0
5402;2004;20085;2.538210422;5.375278408;0;0
5403;2005;20085;2.538210422;5.38907173;0;0
5404;2006;20085;2.538210422;5.351858133;0;0
5405;2007;20085;2.538210422;5.407171771;0;0
5307;2003;20095;2.160214752;4.927253685;0;0
5308;2004;20095;2.160214752;4.912654886;0;0
5309;2005;20095;2.160214752;5.036952602;0;0
5310;2006;20095;2.160214752;4.9698133;0;0
5311;2007;20095;2.160214752;5.056245805;0;0
5213;2003;20103;4.229618186;6.595780514;0;0
5214;2004;20103;4.229618186;6.588926478;0;0
5215;2005;20103;4.229618186;6.464588304;0;0
5216;2006;20103;4.229618186;6.498282149;0;0
5113;2007;20103;4.229618186;6.456769656;0;0
5685;2003;20133;2.833036858;6.11146734;0;0
5686;2004;20133;2.833036858;5.92157842;0;0
5687;2005;20133;2.833036858;5.82008293;0;0
5688;2006;20133;2.833036858;5.843544417;0;0
5689;2007;20133;2.833036858;5.723585102;0;0
5578;2003;20137;1.783895294;4.736198448;0;0
5579;2004;20137;1.783895294;4.709530201;0;0
5580;2005;20137;1.783895294;4.852030264;0;0
5581;2006;20137;1.783895294;4.795790546;0;0
5582;2007;20137;1.783895294;4.644390899;0;0
5478;2003;20143;1.818563672;3.951243719;0;0
5479;2004;20143;1.818563672;3.988984047;0;0
5480;2005;20143;1.818563672;3.988984047;0;0
5481;2006;20143;1.818563672;4.189654742;0;0
5482;2007;20143;1.818563672;4.060443011;0;0
5729;2003;20145;1.978653888;4.49980967;0;0
5730;2004;20145;1.978653888;4.48863637;0;0
5731;2005;20145;1.978653888;4.634728988;0;0
5732;2006;20145;1.978653888;4.804021045;0;0
5733;2007;20145;1.978653888;4.700480366;0;0
5780;2003;20171;1.633154439;5.030437921;0;0
5781;2004;20171;1.633154439;4.912654886;0;0
5782;2005;20171;1.633154439;4.812184355;0;0
5823;2006;20171;1.633154439;4.828313737;0;0
5820;2007;20171;1.633154439;4.795790546;0;0
5618;2003;20183;1.512045566;3.970291914;0;0
5619;2004;20183;1.512045566;3.931825633;0;0
5620;2005;20183;1.512045566;3.63758616;0;0
5621;2006;20183;1.512045566;4.17438727;0;0
5622;2007;20183;1.512045566;4.382026635;0;0
5573;2003;20205;2.335245875;4.795790546;0;0
5574;2004;20205;2.335245875;4.795790546;0;0
5575;2005;20205;2.335245875;4.812184355;0;0
5576;2006;20205;2.335245875;4.94875989;0;0
5332;2007;20205;2.335245875;5.164785974;0;0
6544;2003;22007;3.15222307;4.779123493;0;0
6541;2004;22007;3.15222307;4.836281907;0;0
6542;2005;22007;3.15222307;4.574710979;0;0
6543;2006;22007;3.15222307;4.919980926;0;0
6558;2007;22007;3.15222307;5.075173815;0;0
6891;2003;22033;6.023089175;8.749573948;0;0
6892;2004;22033;6.023089175;8.68016202;0;0
6893;2005;22033;6.023089175;8.68440111;0;0
6894;2006;22033;6.023089175;8.780941114;0;0
6895;2007;22033;6.023089175;8.657824321;0;0
6691;2003;22045;4.294096654;6.65415252;0;0
6692;2004;22045;4.294096654;6.580639137;0;0
6693;2005;22045;4.294096654;6.582025139;0;0
6694;2006;22045;4.294096654;6.762729507;0;0
6695;2007;22045;4.294096654;6.779921907;0;0
6966;2003;22069;3.665610827;5.641907071;0;0
6940;2004;22069;3.665610827;5.537334267;0;0
6968;2005;22069;3.665610827;5.407171771;0;0
6980;2006;22069;3.665610827;5.537334267;0;0
6975;2007;22069;3.665610827;5.786897381;0;0
6973;2003;22071;6.1834765;8.311643949;0;0
6974;2004;22071;6.1834765;8.13710339;0;0
6971;2005;22071;6.1834765;8.142063283;0;0
6979;2006;22071;6.1834765;7.178545484;0;0
6950;2007;22071;6.1834765;7.751475318;0;0
6872;2003;22073;4.992131823;7.510430556;0;0
6873;2004;22073;4.992131823;7.351158226;0;0
6874;2005;22073;4.992131823;7.40367029;0;0
6875;2006;22073;4.992131823;7.452402451;0;0
6916;2007;22073;4.992131823;7.509883061;0;0
6817;2003;22081;2.264052143;4.025351691;0;0
6818;2004;22081;2.264052143;3.784189634;0;0
6819;2005;22081;2.264052143;3.36729583;0;0
6820;2006;22081;2.264052143;3.33220451;0;0
6821;2007;22081;2.264052143;3.33220451;0;0
6838;2003;22087;4.208104702;6.74051936;0;0
6839;2004;22087;4.208104702;6.588926478;0;0
6840;2005;22087;4.208104702;6.579251212;0;0
6841;2006;22087;4.208104702;4.454347296;0;0
6842;2007;22087;4.208104702;5.214935758;0;0
6852;2003;22091;2.35375338;3.218875825;0;0
6853;2004;22091;2.35375338;3.555348061;0;0
6854;2005;22091;2.35375338;3.17805383;0;0
6855;2006;22091;2.35375338;3.33220451;0;0
6856;2007;22091;2.35375338;3.36729583;0;0
6556;2003;22111;3.126892106;5.056245805;0;0
6557;2004;22111;3.126892106;4.691347882;0;0
6598;2005;22111;3.126892106;5.056245805;0;0
6599;2006;22111;3.126892106;4.820281566;0;0
6600;2007;22111;3.126892106;4.882801923;0;0
6610;2003;22115;3.961403472;5.605802066;0;0
6611;2004;22115;3.961403472;5.645446898;0;0
6612;2005;22115;3.961403472;5.655991811;0;0
6613;2006;22115;3.961403472;5.746203191;0;0
6574;2007;22115;3.961403472;5.783825182;0;0
6705;2003;22119;3.733637691;5.697093487;0;0
6706;2004;22119;3.733637691;5.468060141;0;0
6707;2005;22119;3.733637691;5.616771098;0;0
6708;2006;22119;3.733637691;5.575949103;0;0
6709;2007;22119;3.733637691;5.814130532;0;0
7120;2003;24009;4.311644406;7.025538315;2007;1
7202;2004;24009;4.311644406;7.146772179;2007;1
7203;2005;24009;4.311644406;7.161622003;2007;1
7204;2006;24009;4.311644406;7.106606138;2007;1
7205;2007;24009;4.311644406;7.192934221;2007;1
7222;2003;24015;4.453777366;7.04053639;2007;1
7223;2004;24015;4.453777366;7.153051635;2007;1
7251;2005;24015;4.453777366;7.14440718;2007;1
7252;2006;24015;4.453777366;7.188412736;2007;1
7240;2007;24015;4.453777366;7.111512116;2007;1
7256;2003;24017;4.792031423;7.68017564;2007;1
7249;2004;24017;4.792031423;7.692569648;2007;1
7254;2005;24017;4.792031423;7.690743164;2007;1
7259;2006;24017;4.792031423;7.754910272;2007;1
7257;2007;24017;4.792031423;7.756195344;2007;1
7106;2003;24021;5.274419063;8.310169022;2007;1
7107;2004;24021;5.274419063;8.362642432;2007;1
7108;2005;24021;5.274419063;8.308199063;2007;1
7109;2006;24021;5.274419063;8.327484416;2007;1
7097;2007;24021;5.274419063;8.288031568;2007;1
7101;2003;24027;5.512791446;8.768263145;2007;1
7102;2004;24027;5.512791446;8.742733867;2007;1
7184;2005;24027;5.512791446;8.670772279;2007;1
7185;2006;24027;5.512791446;8.717190933;2007;1
7186;2007;24027;5.512791446;8.751316247;2007;1
7163;2003;24033;6.686503687;9.108307646;2007;1
7164;2004;24033;6.686503687;9.140347;2007;1
7165;2005;24033;6.686503687;9.17232693;2007;1
7166;2006;24033;6.686503687;9.179262416;2007;1
7167;2007;24033;6.686503687;9.155672971;2007;1
7276;2003;26005;4.660273712;7.169350017;2007;1
7277;2004;26005;4.660273712;7.157735484;2007;1
7278;2005;26005;4.660273712;7.105786129;2007;1
7279;2006;26005;4.660273712;7.051855623;2007;1
7280;2007;26005;4.660273712;6.987490247;2007;1
7311;2003;26015;4.038743758;6.343880434;2007;1
7312;2004;26015;4.038743758;6.251903883;2007;1
7313;2005;26015;4.038743758;6.285998095;2007;1
7314;2006;26015;4.038743758;6.180016654;2007;1
7315;2007;26015;4.038743758;6.194405391;2007;1
7353;2003;26027;3.933862772;5.420534999;2007;1
7354;2004;26027;3.933862772;5.624017506;2007;1
7355;2005;26027;3.933862772;5.723585102;2007;1
7356;2006;26027;3.933862772;5.587248658;2007;1
7261;2007;26027;3.933862772;5.272999559;2007;1
7611;2003;26031;3.275180541;5.278114659;2007;1
7612;2004;26031;3.275180541;5.129898715;2007;1
7613;2005;26031;3.275180541;5.129898715;2007;1
7614;2006;26031;3.275180541;5.111987788;2007;1
7615;2007;26031;3.275180541;4.997212274;2007;1
7404;2003;26041;3.651177587;6.311734809;2007;1
7405;2004;26041;3.651177587;6.320768294;2007;1
7406;2005;26041;3.651177587;6.257667588;2007;1
7407;2006;26041;3.651177587;6.253828812;2007;1
7408;2007;26041;3.651177587;6.139884552;2007;1
7703;2003;26057;3.744432413;6.139884552;2007;1
7704;2004;26057;3.744432413;6.095824562;2007;1
7705;2005;26057;3.744432413;6.251903883;2007;1
7706;2006;26057;3.744432413;6.12249281;2007;1
7707;2007;26057;3.744432413;5.926926026;2007;1
7717;2003;26061;3.583963284;6.426488457;2007;1
7718;2004;26061;3.583963284;6.400257445;2007;1
7719;2005;26061;3.583963284;6.338594078;2007;1
7720;2006;26061;3.583963284;6.228511004;2007;1
7600;2007;26061;3.583963284;6.135564891;2007;1
7731;2003;26065;5.632358078;8.414274137;2007;1
7732;2004;26065;5.632358078;8.332548939;2007;1
7814;2005;26065;5.632358078;8.246433786;2007;1
7802;2006;26065;5.632358078;8.212839585;2007;1
7803;2007;26065;5.632358078;8.163656176;2007;1
7832;2003;26073;4.148690692;6.739336627;2007;1
7801;2004;26073;4.148690692;6.598509029;2007;1
7721;2005;26073;4.148690692;6.685860947;2007;1
7722;2006;26073;4.148690692;6.530877628;2007;1
7723;2007;26073;4.148690692;6.510258341;2007;1
7558;2003;26085;2.427718824;3.663561646;2007;1
7559;2004;26085;2.427718824;3.401197382;2007;1
7560;2005;26085;2.427718824;3.63758616;2007;1
7561;2006;26085;2.427718824;3.218875825;2007;1
7562;2007;26085;2.427718824;3.36729583;2007;1
7572;2003;26089;3.050173109;5.641907071;2007;1
7573;2004;26089;3.050173109;5.529429088;2007;1
7574;2005;26089;3.050173109;5.472270674;2007;1
7575;2006;26089;3.050173109;5.283203729;2007;1
7576;2007;26089;3.050173109;5.342334252;2007;1
7506;2003;26105;3.341942654;5.758901774;2007;1
7507;2004;26105;3.341942654;5.598421959;2007;1
7508;2005;26105;3.341942654;5.755742214;2007;1
7509;2006;26105;3.341942654;5.613128106;2007;1
7510;2007;26105;3.341942654;5.529429088;2007;1
7461;2003;26127;3.291122065;5.529429088;2007;1
7462;2004;26127;3.291122065;5.517452896;2007;1
7463;2005;26127;3.291122065;5.549076085;2007;1
7464;2006;26127;3.291122065;5.393627546;2007;1
7465;2007;26127;3.291122065;5.375278408;2007;1
7468;2003;26129;3.074774481;5.743003188;2007;1
7469;2004;26129;3.074774481;5.755742214;2007;1
7470;2005;26129;3.074774481;5.758901774;2007;1
7471;2006;26129;3.074774481;5.568344504;2007;1
7472;2007;26129;3.074774481;5.529429088;2007;1
7734;2003;26137;3.148496278;6.23636959;2007;1
7735;2004;26137;3.148496278;6.228511004;2007;1
7736;2005;26137;3.148496278;6.186208624;2007;1
7737;2006;26137;3.148496278;6.104793232;2007;1
7738;2007;26137;3.148496278;5.945420609;2007;1
7655;2003;26149;4.133917777;6.622736324;2007;1
7656;2004;26149;4.133917777;6.452048954;2007;1
7657;2005;26149;4.133917777;6.507277712;2007;1
7658;2006;26149;4.133917777;6.418364936;2007;1
7659;2007;26149;4.133917777;6.369900983;2007;1
8422;2003;27005;3.401197382;6.843749949;2006;1
8410;2004;27005;3.401197382;6.761572769;2006;1
8411;2005;27005;3.401197382;6.786716951;2006;1
8412;2006;27005;3.401197382;6.967909202;2006;1
8413;2007;27005;3.401197382;6.910750788;2006;1
8396;2003;27009;3.532985589;6.523562306;2006;1
8397;2004;27009;3.532985589;6.453624999;2006;1
8398;2005;27009;3.532985589;6.476972363;2006;1
8426;2006;27009;3.532985589;6.517671273;2006;1
8423;2007;27009;3.532985589;6.416732283;2006;1
8158;2003;27023;2.57169578;5.793013608;2006;1
8159;2004;27023;2.57169578;5.655991811;2006;1
8160;2005;27023;2.57169578;5.799092654;2006;1
8161;2006;27023;2.57169578;5.697093487;2006;1
8162;2007;27023;2.57169578;5.723585102;2006;1
8079;2003;27035;4.009131567;7.489970899;2006;1
8080;2004;27035;4.009131567;7.229838778;2006;1
8081;2005;27035;4.009131567;7.301147806;2006;1
7961;2006;27035;4.009131567;7.395107547;2006;1
7962;2007;27035;4.009131567;7.22329568;2006;1
8107;2003;27043;2.783837714;5.575949103;2006;1
8108;2004;27043;2.783837714;5.393627546;2006;1
8109;2005;27043;2.783837714;5.549076085;2006;1
8110;2006;27043;2.783837714;5.463831805;2006;1
8111;2007;27043;2.783837714;5.411646052;2006;1
7883;2003;27049;3.78707184;7.299121463;2006;1
7884;2004;27049;3.78707184;7.031741259;2006;1
7885;2005;27049;3.78707184;6.937314081;2006;1
7886;2006;27049;3.78707184;6.96979067;2006;1
7887;2007;27049;3.78707184;6.958448393;2006;1
7848;2003;27051;1.838802076;4.543294782;2006;1
7853;2004;27051;1.838802076;4.49980967;2006;1
7850;2005;27051;1.838802076;4.33073334;2006;1
7851;2006;27051;1.838802076;4.442651256;2006;1
7852;2007;27051;1.838802076;4.060443011;2006;1
7876;2003;27055;2.981531924;5.777652323;2006;1
7877;2004;27055;2.981531924;5.743003188;2006;1
7878;2005;27055;2.981531924;5.739792912;2006;1
7879;2006;27055;2.981531924;5.713732806;2006;1
7867;2007;27055;2.981531924;5.66296048;2006;1
8147;2003;27091;3.082001709;6.309918278;2006;1
8148;2004;27091;3.082001709;6.28785856;2006;1
8149;2005;27091;3.082001709;6.357842267;2006;1
8150;2006;27091;3.082001709;6.405228458;2006;1
8151;2007;27091;3.082001709;6.345636361;2006;1
8352;2003;27115;3.278276168;6.126869184;2006;1
8353;2004;27115;3.278276168;6.124683391;2006;1
8354;2005;27115;3.278276168;6.095824562;2006;1
8355;2006;27115;3.278276168;5.966146739;2006;1
8356;2007;27115;3.278276168;6.003887067;2006;1
8259;2003;27123;6.236438081;9.261793654;2006;1
8260;2004;27123;6.236438081;9.184509612;2006;1
8261;2005;27123;6.236438081;9.138414632;2006;1
8262;2006;27123;6.236438081;9.191463316;2006;1
8263;2007;27123;6.236438081;9.112948026;2006;1
8280;2003;27129;2.842231383;5.774551546;2006;1
8281;2004;27129;2.842231383;5.723585102;2006;1
8282;2005;27129;2.842231383;5.752572639;2006;1
8283;2006;27129;2.842231383;5.641907071;2006;1
8284;2007;27129;2.842231383;5.877735782;2006;1
7984;2003;27149;2.307871097;5.351858133;2006;1
7985;2004;27149;2.307871097;5.141663557;2006;1
7986;2005;27149;2.307871097;5.204006687;2006;1
7987;2006;27149;2.307871097;5.176149733;2006;1
7988;2007;27149;2.307871097;5.351858133;2006;1
8005;2003;27157;3.073156171;6.047372179;2006;1
8006;2004;27157;3.073156171;5.953243334;2006;1
8007;2005;27157;3.073156171;5.891644212;2006;1
8008;2006;27157;3.073156171;5.92157842;2006;1
7888;2007;27157;3.073156171;5.916202063;2006;1
7905;2003;27163;5.303951465;8.272315148;2006;1
7906;2004;27163;5.303951465;8.214194415;2006;1
7907;2005;27163;5.303951465;8.170751424;2006;1
7908;2006;27163;5.303951465;8.250358951;2006;1
7909;2007;27163;5.303951465;8.203030242;2006;1
7912;2003;27165;2.474519557;5.484796933;2006;1
7913;2004;27165;2.474519557;5.402677382;2006;1
8035;2005;27165;2.474519557;5.303304908;2006;1
8036;2006;27165;2.474519557;5.416100402;2006;1
8037;2007;27165;2.474519557;5.384495063;2006;1
8804;2003;29003;2.802875415;4.836281907;2007;1
8805;2004;29003;2.802875415;4.859812404;2007;1
8806;2005;29003;2.802875415;4.875197323;2007;1
8807;2006;29003;2.802875415;4.882801923;2007;1
8808;2007;29003;2.802875415;5.010635294;2007;1
8832;2003;29011;2.529003277;5.513428746;2007;1
8833;2004;29011;2.529003277;5.517452896;2007;1
8834;2005;29011;2.529003277;5.402677382;2007;1
8835;2006;29011;2.529003277;5.303304908;2007;1
8836;2007;29011;2.529003277;5.257495372;2007;1
8839;2003;29013;2.81259038;5.361292166;2007;1
8840;2004;29013;2.81259038;5.252273428;2007;1
8841;2005;29013;2.81259038;5.327876169;2007;1
8842;2006;29013;2.81259038;5.187385806;2007;1
8843;2007;29013;2.81259038;5.123963979;2007;1
9080;2003;29023;3.710322891;6.400257445;2007;1
9081;2004;29023;3.710322891;6.51174533;2007;1
9082;2005;29023;3.710322891;6.538139824;2007;1
9083;2006;29023;3.710322891;6.413458957;2007;1
9084;2007;29023;3.710322891;6.293419279;2007;1
8994;2003;29033;2.330686523;4.820281566;2007;1
8995;2004;29033;2.330686523;4.804021045;2007;1
8996;2005;29033;2.330686523;4.65396035;2007;1
8997;2006;29033;2.330686523;4.691347882;2007;1
8998;2007;29033;2.330686523;4.828313737;2007;1
9469;2003;29041;2.132745314;4.718498871;2007;1
9470;2004;29041;2.132745314;4.65396035;2007;1
9471;2005;29041;2.132745314;4.644390899;2007;1
9472;2006;29041;2.132745314;4.369447852;2007;1
9473;2007;29041;2.132745314;4.418840608;2007;1
9425;2003;29065;2.703171654;5.075173815;2007;1
9426;2004;29065;2.703171654;5.135798437;2007;1
9427;2005;29065;2.703171654;5.117993812;2007;1
9468;2006;29065;2.703171654;5.093750201;2007;1
9103;2007;29065;2.703171654;5.023880521;2007;1
9127;2003;29073;2.730594166;5.811140993;2007;1
9128;2004;29073;2.730594166;5.762051383;2007;1
9129;2005;29073;2.730594166;5.872117789;2007;1
9130;2006;29073;2.730594166;5.945420609;2007;1
9131;2007;29073;2.730594166;5.880532986;2007;1
9141;2003;29077;5.482266764;8.448271746;2007;1
9142;2004;29077;5.482266764;8.391176351;2007;1
9143;2005;29077;5.482266764;8.399760095;2007;1
9144;2006;29077;5.482266764;8.467792841;2007;1
9145;2007;29077;5.482266764;8.448914351;2007;1
9148;2003;29079;2.344878005;4.94875989;2007;1
9149;2004;29079;2.344878005;4.844187086;2007;1
9150;2005;29079;2.344878005;4.9698133;2007;1
9151;2006;29079;2.344878005;4.828313737;2007;1
9152;2007;29079;2.344878005;4.828313737;2007;1
9155;2003;29081;2.180417459;5.111987788;2007;1
9156;2004;29081;2.180417459;5.062595033;2007;1
9157;2005;29081;2.180417459;5.170483995;2007;1
9158;2006;29081;2.180417459;4.94875989;2007;1
9159;2007;29081;2.180417459;4.905274778;2007;1
9169;2003;29085;2.190535589;3.465735903;2007;1
9170;2004;29085;2.190535589;3.258096538;2007;1
9171;2005;29085;2.190535589;3.33220451;2007;1
9172;2006;29085;2.190535589;3.401197382;2007;1
9173;2007;29085;2.190535589;3.496507561;2007;1
9062;2003;29089;2.323563499;4.700480366;2007;1
9063;2004;29089;2.323563499;4.736198448;2007;1
9064;2005;29089;2.323563499;4.709530201;2007;1
9186;2006;29089;2.323563499;4.691347882;2007;1
9187;2007;29089;2.323563499;4.624972813;2007;1
9218;2003;29099;5.288766906;7.806289289;2007;1
9219;2004;29099;5.288766906;7.785720897;2007;1
9220;2005;29099;5.288766906;7.742835955;2007;1
8854;2006;29099;5.288766906;7.738488122;2007;1
8855;2007;29099;5.288766906;7.736743682;2007;1
8858;2003;29101;3.876561617;6.079933195;2007;1
8859;2004;29101;3.876561617;6.142037406;2007;1
8860;2005;29101;3.876561617;6.200509174;2007;1
8766;2006;29101;3.876561617;6.161207322;2007;1
8759;2007;29101;3.876561617;6.184148891;2007;1
8791;2003;29105;3.481640009;6.135564891;2007;1
8792;2004;29105;3.481640009;6.059123196;2007;1
8793;2005;29105;3.481640009;6.146329258;2007;1
8794;2006;29105;3.481640009;6.282266747;2007;1
8795;2007;29105;3.481640009;6.274762021;2007;1
8798;2003;29107;3.495294705;6.152732695;2007;1
8799;2004;29107;3.495294705;6.192362489;2007;1
8800;2005;29107;3.495294705;6.146329258;2007;1
